student_id,age,math_score,science_score,english_score,city,gender,grade,study_hours,Average_Score,Total_Score,Result,Result_encoded
837,20.0,11.0,77.0,78.0,Bhaktapur,Male,B,2.0,55.333333333333336,166.0,pass,1
838,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
839,18.0,24.0,8.0,94.0,Lalitpur,Other,D,0.0,42.0,126.0,pass,1
840,22.0,44.0,89.0,92.0,Lalitpur,Female,A,2.0,75.0,225.0,pass,1
841,21.0,18.0,15.0,25.0,Lalitpur,Female,C,9.0,19.333333333333332,58.0,fail,0
842,23.0,54.0,68.0,17.0,Pokhara,Other,B,4.0,46.333333333333336,139.0,pass,1
843,21.0,99.0,60.0,95.0,Bhaktapur,Female,C,2.0,84.66666666666667,254.0,pass,1
844,17.0,44.0,9.0,85.0,Lalitpur,Other,D,8.0,46.0,138.0,pass,1
845,17.0,7.0,49.0,37.0,Lalitpur,Female,C,7.0,31.0,93.0,fail,0
846,22.0,92.0,2.0,80.0,Kathmandu,Other,B,2.0,58.0,174.0,pass,1
847,19.0,52.0,76.0,86.0,Kathmandu,Other,C,8.0,71.33333333333333,214.0,pass,1
848,18.0,54.0,93.0,87.0,Bhaktapur,Male,B,5.0,78.0,234.0,pass,1
849,22.0,31.0,69.0,49.0,Bhaktapur,Other,D,6.0,49.666666666666664,149.0,pass,1
850,20.0,50.0,80.0,7.0,Biratnagar,Other,D,3.0,45.666666666666664,137.0,pass,1
851,16.0,43.0,50.0,40.0,Kathmandu,Female,D,3.0,44.333333333333336,133.0,pass,1
852,18.0,81.0,18.0,5.0,Biratnagar,Other,A,1.0,34.666666666666664,104.0,fail,0
853,18.0,69.0,41.0,68.0,Pokhara,Male,D,4.0,59.333333333333336,178.0,pass,1
854,20.0,17.0,34.0,43.0,Biratnagar,Female,C,7.0,31.333333333333332,94.0,fail,0
855,20.0,82.0,45.0,63.0,Lalitpur,Female,A,6.0,63.333333333333336,190.0,pass,1
856,15.0,21.0,25.0,28.0,Biratnagar,Male,D,6.0,24.666666666666668,74.0,fail,0
857,22.0,36.0,68.0,27.0,Bhaktapur,Female,C,5.0,43.666666666666664,131.0,pass,1
858,20.0,95.0,92.0,10.0,Pokhara,Female,C,2.0,65.66666666666667,197.0,pass,1
859,17.0,55.0,63.0,64.0,Lalitpur,Female,C,4.0,60.666666666666664,182.0,pass,1
860,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
861,16.0,2.0,83.0,8.0,Pokhara,Male,A,6.0,31.0,93.0,fail,0
862,22.0,27.0,48.0,26.0,Pokhara,Male,C,8.0,33.666666666666664,101.0,fail,0
863,24.0,73.0,20.0,33.0,Lalitpur,Female,B,0.0,42.0,126.0,pass,1
864,17.0,34.0,73.0,43.0,Biratnagar,Female,D,1.0,50.0,150.0,pass,1
865,19.0,60.0,63.0,67.0,Pokhara,Male,C,2.0,63.333333333333336,190.0,pass,1
866,20.0,92.0,4.0,99.0,Pokhara,Male,B,2.0,65.0,195.0,pass,1
867,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
868,20.0,62.0,69.0,14.0,Pokhara,Female,A,6.0,48.333333333333336,145.0,pass,1
869,18.0,78.0,89.0,50.0,Kathmandu,Female,A,5.0,72.33333333333333,217.0,pass,1
870,17.0,96.0,3.0,12.0,Biratnagar,Other,D,9.0,37.0,111.0,fail,0
871,18.0,6.0,38.0,82.0,Biratnagar,Male,C,9.0,42.0,126.0,pass,1
872,15.0,75.0,34.0,48.0,Biratnagar,Female,B,3.0,52.333333333333336,157.0,pass,1
873,18.0,48.0,0.0,69.0,Bhaktapur,Male,D,8.0,39.0,117.0,fail,0
874,15.0,93.0,23.0,55.0,Biratnagar,Female,C,0.0,57.0,171.0,pass,1
875,15.0,84.0,56.0,75.0,Pokhara,Male,D,1.0,71.66666666666667,215.0,pass,1
876,24.0,30.0,99.0,50.0,Lalitpur,Female,B,3.0,59.666666666666664,179.0,pass,1
877,20.0,57.0,69.0,36.0,Kathmandu,Other,D,2.0,54.0,162.0,pass,1
878,19.0,60.0,40.0,16.0,Bhaktapur,Other,D,0.0,38.666666666666664,116.0,fail,0
879,18.0,23.0,53.0,57.0,Biratnagar,Male,D,4.0,44.333333333333336,133.0,pass,1
880,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
881,15.0,36.0,59.0,89.0,Lalitpur,Female,B,1.0,61.333333333333336,184.0,pass,1
882,20.0,3.0,59.0,28.0,Lalitpur,Male,A,4.0,30.0,90.0,fail,0
883,16.0,91.0,56.0,32.0,Bhaktapur,Female,C,5.0,59.666666666666664,179.0,pass,1
884,19.0,48.0,48.0,47.0,Bhaktapur,Other,A,4.5,47.666666666666664,143.0,pass,1
885,24.0,59.0,83.0,90.0,Biratnagar,Female,A,0.0,77.33333333333333,232.0,pass,1
886,19.0,23.0,23.0,88.0,Bhaktapur,Male,C,6.0,44.666666666666664,134.0,pass,1
887,21.0,49.0,88.0,54.0,Pokhara,Female,C,3.0,63.666666666666664,191.0,pass,1
888,24.0,48.0,35.0,9.0,Pokhara,Male,B,7.0,30.666666666666668,92.0,fail,0
889,16.0,50.0,84.0,46.0,Bhaktapur,Female,B,3.0,60.0,180.0,pass,1
890,22.0,95.0,29.0,22.0,Biratnagar,Other,D,5.0,48.666666666666664,146.0,pass,1
891,16.0,35.0,23.0,84.0,Bhaktapur,Female,A,8.0,47.333333333333336,142.0,pass,1
892,18.0,97.0,29.0,20.0,Biratnagar,Male,B,4.0,48.666666666666664,146.0,pass,1
893,15.0,99.0,85.0,12.0,Lalitpur,Other,D,3.0,65.33333333333333,196.0,pass,1
894,19.0,65.0,91.0,32.0,Bhaktapur,Female,B,7.0,62.666666666666664,188.0,pass,1
895,23.0,78.0,6.0,23.0,Biratnagar,Other,C,8.0,35.666666666666664,107.0,fail,0
896,15.0,33.0,34.0,10.0,Bhaktapur,Female,B,3.0,25.666666666666668,77.0,fail,0
897,23.0,35.0,54.0,16.0,Bhaktapur,Other,A,2.0,35.0,105.0,fail,0
898,22.0,5.0,91.0,67.0,Biratnagar,Male,B,7.0,54.333333333333336,163.0,pass,1
899,20.0,38.0,13.0,46.0,Biratnagar,Female,A,4.0,32.333333333333336,97.0,fail,0
900,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
901,17.0,57.0,79.0,93.0,Bhaktapur,Male,A,9.0,76.33333333333333,229.0,pass,1
902,19.0,48.0,48.0,47.0,Bhaktapur,Other,B,4.5,47.666666666666664,143.0,pass,1
903,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
904,16.0,17.0,94.0,83.0,Bhaktapur,Male,C,1.0,64.66666666666667,194.0,pass,1
905,19.0,39.0,88.0,82.0,Biratnagar,Other,B,0.0,69.66666666666667,209.0,pass,1
906,22.0,20.0,76.0,82.0,Bhaktapur,Male,C,7.0,59.333333333333336,178.0,pass,1
907,23.0,14.0,69.0,11.0,Bhaktapur,Female,C,2.0,31.333333333333332,94.0,fail,0
908,16.0,96.0,43.0,36.0,Pokhara,Female,B,6.0,58.333333333333336,175.0,pass,1
909,17.0,98.0,72.0,41.0,Biratnagar,Female,B,0.0,70.33333333333333,211.0,pass,1
910,17.0,25.0,44.0,16.0,Bhaktapur,Male,D,0.0,28.333333333333332,85.0,fail,0
911,15.0,7.0,99.0,47.0,Lalitpur,Female,C,8.0,51.0,153.0,pass,1
912,22.0,99.0,55.0,27.0,Kathmandu,Female,C,7.0,60.333333333333336,181.0,pass,1
913,20.0,93.0,83.0,40.0,Pokhara,Female,B,2.0,72.0,216.0,pass,1
914,22.0,86.0,81.0,98.0,Bhaktapur,Female,A,5.0,88.33333333333333,265.0,pass,1
915,23.0,41.0,56.0,46.0,Lalitpur,Female,B,2.0,47.666666666666664,143.0,pass,1
916,19.0,43.0,20.0,17.0,Bhaktapur,Female,C,3.0,26.666666666666668,80.0,fail,0
917,17.0,13.0,67.0,77.0,Bhaktapur,Male,B,0.0,52.333333333333336,157.0,pass,1
918,19.0,77.0,49.0,98.0,Biratnagar,Female,D,4.0,74.66666666666667,224.0,pass,1
919,19.0,1.0,32.0,70.0,Biratnagar,Female,A,0.0,34.333333333333336,103.0,fail,0
920,19.0,36.0,90.0,12.0,Biratnagar,Other,B,0.0,46.0,138.0,pass,1
921,17.0,68.0,6.0,81.0,Lalitpur,Male,D,9.0,51.666666666666664,155.0,pass,1
922,24.0,37.0,69.0,12.0,Bhaktapur,Male,C,6.0,39.333333333333336,118.0,fail,0
923,18.0,40.0,14.0,99.0,Kathmandu,Male,B,5.0,51.0,153.0,pass,1
924,23.0,61.0,81.0,30.0,Pokhara,Male,C,1.0,57.333333333333336,172.0,pass,1
925,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
926,23.0,13.0,74.0,15.0,Biratnagar,Female,C,6.0,34.0,102.0,fail,0
927,16.0,88.0,19.0,8.0,Bhaktapur,Other,D,0.0,38.333333333333336,115.0,fail,0
928,22.0,83.0,87.0,72.0,Bhaktapur,Other,D,1.0,80.66666666666667,242.0,pass,1
929,22.0,1.0,14.0,37.0,Lalitpur,Male,D,7.0,17.333333333333332,52.0,fail,0
930,21.0,69.0,47.0,74.0,Lalitpur,Other,B,5.0,63.333333333333336,190.0,pass,1
931,22.0,16.0,70.0,53.0,Biratnagar,Other,C,1.0,46.333333333333336,139.0,pass,1
932,17.0,88.0,20.0,55.0,Bhaktapur,Male,C,6.0,54.333333333333336,163.0,pass,1
933,20.0,27.0,41.0,85.0,Kathmandu,Male,A,3.0,51.0,153.0,pass,1
934,15.0,65.0,25.0,96.0,Pokhara,Other,A,1.0,62.0,186.0,pass,1
935,21.0,34.0,13.0,99.0,Bhaktapur,Female,A,5.0,48.666666666666664,146.0,pass,1
936,15.0,4.0,56.0,86.0,Bhaktapur,Other,A,8.0,48.666666666666664,146.0,pass,1
937,23.0,64.0,36.0,44.0,Lalitpur,Other,C,8.0,48.0,144.0,pass,1
938,15.0,39.0,57.0,33.0,Pokhara,Female,D,7.0,43.0,129.0,pass,1
939,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
940,21.0,55.0,81.0,87.0,Bhaktapur,Male,B,2.0,74.33333333333333,223.0,pass,1
941,16.0,35.0,68.0,7.0,Biratnagar,Male,D,1.0,36.666666666666664,110.0,fail,0
942,19.0,44.0,2.0,6.0,Bhaktapur,Other,C,4.0,17.333333333333332,52.0,fail,0
943,22.0,22.0,86.0,35.0,Biratnagar,Female,C,3.0,47.666666666666664,143.0,pass,1
944,22.0,46.0,89.0,17.0,Pokhara,Male,C,6.0,50.666666666666664,152.0,pass,1
945,17.0,30.0,36.0,2.0,Lalitpur,Other,B,3.0,22.666666666666668,68.0,fail,0
946,21.0,10.0,87.0,27.0,Pokhara,Female,A,8.0,41.333333333333336,124.0,pass,1
947,17.0,9.0,48.0,69.0,Kathmandu,Other,D,1.0,42.0,126.0,pass,1
948,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
949,20.0,13.0,88.0,20.0,Pokhara,Male,C,6.0,40.333333333333336,121.0,pass,1
950,17.0,79.0,84.0,27.0,Kathmandu,Female,A,3.0,63.333333333333336,190.0,pass,1
951,21.0,73.0,11.0,53.0,Bhaktapur,Other,C,5.0,45.666666666666664,137.0,pass,1
952,17.0,92.0,60.0,53.0,Bhaktapur,Female,D,6.0,68.33333333333333,205.0,pass,1
953,22.0,9.0,40.0,64.0,Biratnagar,Male,B,3.0,37.666666666666664,113.0,fail,0
954,24.0,75.0,32.0,99.0,Lalitpur,Male,C,7.0,68.66666666666667,206.0,pass,1
955,18.0,93.0,49.0,20.0,Bhaktapur,Other,D,8.0,54.0,162.0,pass,1
956,15.0,0.0,67.0,98.0,Lalitpur,Other,C,0.0,55.0,165.0,pass,1
957,18.0,4.0,70.0,12.0,Bhaktapur,Other,A,6.0,28.666666666666668,86.0,fail,0
958,21.0,19.0,85.0,56.0,Biratnagar,Female,C,8.0,53.333333333333336,160.0,pass,1
959,18.0,7.0,32.0,48.0,Pokhara,Other,C,9.0,29.0,87.0,fail,0
960,20.0,42.0,80.0,53.0,Biratnagar,Other,B,4.0,58.333333333333336,175.0,pass,1
961,23.0,75.0,23.0,9.0,Kathmandu,Male,A,1.0,35.666666666666664,107.0,fail,0
962,15.0,0.0,60.0,52.0,Bhaktapur,Male,A,9.0,37.333333333333336,112.0,fail,0
963,19.0,56.0,60.0,43.0,Kathmandu,Other,B,5.0,53.0,159.0,pass,1
964,21.0,63.0,97.0,46.0,Kathmandu,Other,C,6.0,68.66666666666667,206.0,pass,1
965,15.0,83.0,27.0,52.0,Lalitpur,Male,D,1.0,54.0,162.0,pass,1
966,18.0,27.0,57.0,73.0,Bhaktapur,Other,A,1.0,52.333333333333336,157.0,pass,1
967,20.0,36.0,42.0,45.0,Kathmandu,Female,A,9.0,41.0,123.0,pass,1
968,16.0,46.0,40.0,12.0,Pokhara,Female,C,9.0,32.666666666666664,98.0,fail,0
969,24.0,75.0,38.0,36.0,Kathmandu,Female,C,0.0,49.666666666666664,149.0,pass,1
970,19.0,36.0,85.0,23.0,Pokhara,Other,A,3.0,48.0,144.0,pass,1
971,24.0,48.0,48.0,1.0,Lalitpur,Male,C,6.0,32.333333333333336,97.0,fail,0
972,15.0,43.0,16.0,85.0,Kathmandu,Other,D,8.0,48.0,144.0,pass,1
973,20.0,55.0,97.0,80.0,Biratnagar,Other,A,2.0,77.33333333333333,232.0,pass,1
974,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
975,19.0,48.0,48.0,47.0,Bhaktapur,Other,D,4.5,47.666666666666664,143.0,pass,1
976,22.0,5.0,97.0,9.0,Lalitpur,Male,C,6.0,37.0,111.0,fail,0
977,18.0,60.0,64.0,34.0,Kathmandu,Female,D,1.0,52.666666666666664,158.0,pass,1
978,22.0,19.0,73.0,24.0,Bhaktapur,Other,C,5.0,38.666666666666664,116.0,fail,0
979,22.0,77.0,84.0,2.0,Bhaktapur,Male,B,1.0,54.333333333333336,163.0,pass,1
980,19.0,1.0,4.0,16.0,Pokhara,Other,C,5.0,7.0,21.0,fail,0
981,18.0,72.0,1.0,11.0,Pokhara,Female,D,9.0,28.0,84.0,fail,0
982,16.0,36.0,21.0,53.0,Bhaktapur,Female,B,2.0,36.666666666666664,110.0,fail,0
983,17.0,19.0,56.0,23.0,Pokhara,Male,C,1.0,32.666666666666664,98.0,fail,0
984,17.0,25.0,65.0,28.0,Lalitpur,Male,D,5.0,39.333333333333336,118.0,fail,0
985,18.0,28.0,73.0,42.0,Biratnagar,Other,A,1.0,47.666666666666664,143.0,pass,1
986,18.0,0.0,97.0,24.0,Biratnagar,Male,A,4.0,40.333333333333336,121.0,pass,1
987,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
988,19.0,69.0,50.0,59.0,Biratnagar,Male,C,2.0,59.333333333333336,178.0,pass,1
989,18.0,58.0,38.0,89.0,Kathmandu,Other,A,2.0,61.666666666666664,185.0,pass,1
990,24.0,68.0,85.0,64.0,Lalitpur,Other,D,5.0,72.33333333333333,217.0,pass,1
991,22.0,32.0,75.0,83.0,Pokhara,Other,D,5.0,63.333333333333336,190.0,pass,1
992,20.0,50.0,87.0,27.0,Lalitpur,Other,D,9.0,54.666666666666664,164.0,pass,1
993,20.0,77.0,39.0,15.0,Bhaktapur,Female,C,2.0,43.666666666666664,131.0,pass,1
994,22.0,11.0,37.0,46.0,Pokhara,Other,B,2.0,31.333333333333332,94.0,fail,0
995,21.0,19.0,59.0,80.0,Bhaktapur,Male,B,0.0,52.666666666666664,158.0,pass,1
996,24.0,52.0,58.0,91.0,Pokhara,Female,B,6.0,67.0,201.0,pass,1
997,24.0,87.0,9.0,57.0,Biratnagar,Female,B,7.0,51.0,153.0,pass,1
998,22.0,42.0,98.0,75.0,Lalitpur,Other,B,1.0,71.66666666666667,215.0,pass,1
999,19.0,48.0,48.0,47.0,Bhaktapur,Other,C,4.5,47.666666666666664,143.0,pass,1
1000,23.0,88.0,62.0,52.0,Pokhara,Other,C,9.0,67.33333333333333,202.0,pass,1
